"Time","pod:frontend-w2-6646bc856b-5wdx4_service:frontend_node:worker--2.novalocal","pod:frontend-w4-777d8d5dcb-bwwkk_service:frontend_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-hzgdj_service:frontend_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-sfqhw_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-gbvt7_service:frontend_node:worker--3","pod:currencyservice-w2-649d8c7669-lxhfc_service:currencyservice_node:worker--2.novalocal","pod:cartservice-w1-86744bdcbd-km97l_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-ctcnt_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-f8k9p_service:frontend_node:worker--3","pod:currencyservice-w3-656689488c-c4spf_service:currencyservice_node:worker--3","pod:currencyservice-w2-649d8c7669-spljh_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-t2flz_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-c9r2p_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w1-5c774597c5-sddsm_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w4-5bbcb977f8-8bnkm_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-7jspt_service:currencyservice_node:worker--3","pod:currencyservice-w2-649d8c7669-ljtwf_service:currencyservice_node:worker--2.novalocal","pod:adservice-w1-5c67ddfffc-lrhjc_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-prsr2_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w4-66565874fb-cvk86_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-vg8k5_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-wzfpj_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-lknct_service:currencyservice_node:worker--3","pod:frontend-w1-599b6846df-n6px2_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-pslvv_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-lbcj2_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-6646bc856b-8878l_service:frontend_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-clj5b_service:frontend_node:worker--2.novalocal","pod:redis-cart-w1-7c75d55f4d-cgfcv_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-qrrvr_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-vx5t9_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-6f8d8654c5-zcgws_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-b7w28_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-vmrp9_service:recommendationservice_node:worker--3","pod:recommendationservice-w2-6855bd669b-cgkgc_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w1-cd78b8fd6-h4fc9_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-q8r2x_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-wsknd_service:frontend_node:worker--3"
1642251388.542,0.3656907030934954,0.44292231649313185,0.4328131023184435,0.4187142746803397,0.39981918886230816,0.4217210896877843,0.41868595432102657,0.16773966355849942,0.4089923911123712,0.3741502124115964,0.4388425774031153,0.3716683251885416,0.2044921066287732,0.058630514973951026,0.06759936965286246,0.36969465463033224,0.47319297859736803,0.4556295945597247,0.06115486382598232,0.18067229089440234,0.4189135561991372,0.42200089345465813,0.3805553901860097,0.4564523768981712,0.1686184362478249,0.05955492778003036,0.3837095961477106,0.4070999899818266,0.030323151847029182,0.41629850724867173,0.1533606444652359,0.4161864118065791,0.4301984339086242,0.055801655137946375,0.08548780122545517,0.4084505126960689,0.1695381162042789,0.35867115806230976
1642251403.566,0.3656907030934954,0.44292231649313185,0.4328131023184435,0.4187142746803397,0.39981918886230816,0.4217210896877843,0.41868595432102657,0.16773966355849942,0.4089923911123712,0.3741502124115964,0.4388425774031153,0.3716683251885416,0.2044921066287732,0.058630514973951026,0.06759936965286246,0.36969465463033224,0.47319297859736803,0.4556295945597247,0.06115486382598232,0.18067229089440234,0.4189135561991372,0.42200089345465813,0.3805553901860097,0.4564523768981712,0.1686184362478249,0.05955492778003036,0.3837095961477106,0.4070999899818266,0.030323151847029182,0.41629850724867173,0.1533606444652359,0.4161864118065791,0.4301984339086242,0.055801655137946375,0.08548780122545517,0.4084505126960689,0.1695381162042789,0.35867115806230976
1642251418.595,0.39834698345870223,0.49049099744485053,0.47833827393377687,0.46902708947215216,0.44685338117427204,0.5149572328321044,0.46279184249459326,0.18077406614632857,0.45610779895680004,0.40432550823978786,0.5055650852990998,0.4211282872487827,0.22518413474452362,0.06166959438344008,0.07006857474815675,0.4163417573401613,0.4819196786418394,0.4901858905378623,0.06308270719023479,0.1925496336569319,0.45366108500715663,0.4669397365544112,0.41961417922988187,0.5040707586533141,0.180449888999786,0.06254216122156188,0.408588058436159,0.4204890333258431,0.03348741900212713,0.4513001492776336,0.1699627636848876,0.4518792514999119,0.4762180315648122,0.06211127474243287,0.08221899614905975,0.4497646389838373,0.18175668711287327,0.40299503862148955
1642251433.622,0.39834698345870223,0.49049099744485053,0.47833827393377687,0.46902708947215216,0.44685338117427204,0.5149572328321044,0.46279184249459326,0.18077406614632857,0.45610779895680004,0.40432550823978786,0.5055650852990998,0.4211282872487827,0.22518413474452362,0.06166959438344008,0.07006857474815675,0.4163417573401613,0.4819196786418394,0.4901858905378623,0.06308270719023479,0.1925496336569319,0.45366108500715663,0.4669397365544112,0.41961417922988187,0.5040707586533141,0.180449888999786,0.06254216122156188,0.408588058436159,0.4204890333258431,0.03348741900212713,0.4513001492776336,0.1699627636848876,0.4518792514999119,0.4762180315648122,0.06211127474243287,0.08221899614905975,0.4497646389838373,0.18175668711287327,0.40299503862148955
1642251448.649,0.41535400112647425,0.49180915846037887,0.47689168282266675,0.4718487539106554,0.42283161365220434,0.4740337733433825,0.46303912050959695,0.1798776357968488,0.4588036353056876,0.4163415380958052,0.49812076310836473,0.4462022758389097,0.21763840676061277,0.06189351826701783,0.07034117355891412,0.41469297665248145,0.4928062258309899,0.47909056058046623,0.062317446914393934,0.19371220613666532,0.45361913337242954,0.46974307355467265,0.4195933397852939,0.5070615499407656,0.18089964647024392,0.062418371575659645,0.40753328998637806,0.4582536454035904,0.03335419576122815,0.4523356564682371,0.17049128159254873,0.45275374259985557,0.47931276011089685,0.05846193852920502,0.0859194658879477,0.4485372331630564,0.18156708105936942,0.4044244341016651
1642251463.689,0.41535400112647425,0.49180915846037887,0.47689168282266675,0.4718487539106554,0.42283161365220434,0.4740337733433825,0.46303912050959695,0.1798776357968488,0.4588036353056876,0.4163415380958052,0.49812076310836473,0.4462022758389097,0.21763840676061277,0.06189351826701783,0.07034117355891412,0.41469297665248145,0.4928062258309899,0.47909056058046623,0.062317446914393934,0.19371220613666532,0.45361913337242954,0.46974307355467265,0.4195933397852939,0.5070615499407656,0.18089964647024392,0.062418371575659645,0.40753328998637806,0.4582536454035904,0.03335419576122815,0.4523356564682371,0.17049128159254873,0.45275374259985557,0.47931276011089685,0.05846193852920502,0.0859194658879477,0.4485372331630564,0.18156708105936942,0.4044244341016651
1642251478.89,0.3897819166437081,0.4905370015734443,0.4799484183392198,0.4741465148012099,0.4529881545502964,0.4970212856590185,0.46470957899890963,0.18032742978549976,0.4614311718873725,0.4045165053981119,0.5064151891909692,0.4340659917243552,0.2173442859575645,0.06158990401269655,0.07004711654596231,0.4171321700659454,0.5184727853214689,0.46950608591762166,0.062023643630385955,0.19457455945715166,0.4545298005747911,0.4707213356018697,0.41987168795904284,0.509599912710069,0.18156673247897945,0.062475980919946765,0.4428603827439262,0.4377455555852524,0.03347058904103782,0.45164050619737794,0.170809050680172,0.45179692565382223,0.48020684867989477,0.06282090934898428,0.07856974893731444,0.4482087057418439,0.1818148432536243,0.40757034389533797
1642251493.909,0.3897819166437081,0.4905370015734443,0.4799484183392198,0.4741465148012099,0.4529881545502964,0.4970212856590185,0.46470957899890963,0.18032742978549976,0.4614311718873725,0.4045165053981119,0.5064151891909692,0.4340659917243552,0.2173442859575645,0.06158990401269655,0.07004711654596231,0.4171321700659454,0.5184727853214689,0.46950608591762166,0.062023643630385955,0.19457455945715166,0.4545298005747911,0.4707213356018697,0.41987168795904284,0.509599912710069,0.18156673247897945,0.062475980919946765,0.4428603827439262,0.4377455555852524,0.03347058904103782,0.45164050619737794,0.170809050680172,0.45179692565382223,0.48020684867989477,0.06282090934898428,0.07856974893731444,0.4482087057418439,0.1818148432536243,0.40757034389533797
1642251508.924,0.42499980974743257,0.48957110636644496,0.4797550549639332,0.4748406449214848,0.4533856123044475,0.4970133746118087,0.46593651184122287,0.18046429295785632,0.46229638361166375,0.41600984517499384,0.491304980108697,0.44676842077584894,0.21488130684207357,0.06223295983205741,0.07026839173817476,0.4167936701843127,0.48209762760302627,0.4662821497632724,0.061815813917634355,0.19380251530607193,0.4540749218396012,0.4713063506222279,0.41857634070236605,0.5112214829139072,0.18207534514306126,0.06306596186565804,0.43104943677962565,0.43394330789458674,0.03354583210000558,0.45088918403431966,0.16414785729998257,0.45180536411992855,0.4793983234937522,0.06401116633754819,0.08232847882570332,0.449059894300262,0.182294594046574,0.40720779546801505
1642251523.94,0.42499980974743257,0.48957110636644496,0.4797550549639332,0.4748406449214848,0.4533856123044475,0.4970133746118087,0.46593651184122287,0.18046429295785632,0.46229638361166375,0.41600984517499384,0.491304980108697,0.44676842077584894,0.21488130684207357,0.06223295983205741,0.07026839173817476,0.4167936701843127,0.48209762760302627,0.4662821497632724,0.061815813917634355,0.19380251530607193,0.4540749218396012,0.4713063506222279,0.41857634070236605,0.5112214829139072,0.18207534514306126,0.06306596186565804,0.43104943677962565,0.43394330789458674,0.03354583210000558,0.45088918403431966,0.16414785729998257,0.45180536411992855,0.4793983234937522,0.06401116633754819,0.08232847882570332,0.449059894300262,0.182294594046574,0.40720779546801505
