"Time","pod:adservice-w5-7f8bc8f6dc-cmmfh_service:adservice_node:worker5.novalocal","pod:cartservice-w5-75f86c645b-64wcp_service:cartservice_node:worker5.novalocal","pod:currencyservice-w5-c4b744f78-pn2db_service:currencyservice_node:worker5.novalocal","pod:currencyservice-w5-c4b744f78-sgs9k_service:currencyservice_node:worker5.novalocal","pod:frontend-w5-694754cf8c-5b7z8_service:frontend_node:worker5.novalocal","pod:frontend-w5-694754cf8c-828v6_service:frontend_node:worker5.novalocal","pod:productcatalogservice-w5-57bdd77569-prgng_service:productcatalogservice_node:worker5.novalocal","pod:recommendationservice-w5-5b76bbf5dc-nf6r9_service:recommendationservice_node:worker5.novalocal","pod:redis-cart-w5-f4cd458fc-bqbpj_service:redis-cart_node:worker5.novalocal","pod:redis-cart-w6-f4cd458fc-pltw2_service:redis-cart_node:worker5.novalocal","pod:adservice-w6-855c98bf6b-rrwgm_service:adservice_node:worker6.novalocal","pod:cartservice-w6-6d4d6c4c5c-t2496_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-5b776bf55-bczr9_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-5b776bf55-dw8ph_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-848ff7549d-b2pms_service:frontend_node:worker6.novalocal","pod:frontend-w6-848ff7549d-hm6cd_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-67544f6596-lscc2_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6c8dc9f77d-96pj2_service:recommendationservice_node:worker6.novalocal"
2021-06-06 14:14:30,0.0923,0.0845,0.288,0.264,0.469,0.464,0.0632,0.00844,0.0223,0.0129,0.0653,0.157,0.299,0.297,0.438,0.442,0.0789,0.00832
2021-06-06 14:15:00,0.0911,0.0879,0.286,0.274,0.464,0.461,0.0637,0.00833,0.0225,0.0131,0.0637,0.142,0.279,0.278,0.430,0.420,0.0781,0.00837
2021-06-06 14:15:30,0.0917,0.0981,0.289,0.277,0.461,0.458,0.0643,0.00838,0.0210,0.0147,0.0695,0.135,0.284,0.294,0.436,0.446,0.0803,0.00782
2021-06-06 14:16:00,0.0879,0.0966,0.293,0.274,0.464,0.461,0.0623,0.00824,0.0216,0.0144,0.0688,0.138,0.272,0.257,0.435,0.438,0.0674,0.00844
2021-06-06 14:16:30,0.0879,0.0932,0.292,0.276,0.461,0.460,0.0655,0.00823,0.0202,0.0142,0.0686,0.140,0.291,0.280,0.432,0.421,0.0688,0.00843
2021-06-06 14:17:00,0.0866,0.0930,0.302,0.264,0.463,0.460,0.0687,0.00822,0.0228,0.0142,0.0755,0.139,0.288,0.290,0.428,0.429,0.0726,0.00883
2021-06-06 14:17:30,0.0842,0.0970,0.294,0.272,0.463,0.460,0.0689,0.00827,0.0216,0.0153,0.0777,0.141,0.296,0.276,0.452,0.431,0.0657,0.00806
2021-06-06 14:18:00,0.0808,0.0848,0.295,0.282,0.462,0.459,0.0722,0.00832,0.0233,0.0138,0.0789,0.151,0.282,0.274,0.452,0.449,0.0666,0.00893
2021-06-06 14:18:30,0.0799,0.0963,0.297,0.269,0.445,0.446,0.0709,0.00842,0.0206,0.0146,0.0805,0.131,0.275,0.285,0.432,0.456,0.0666,0.00887
2021-06-06 14:19:00,0.0750,0.0849,0.268,0.234,0.397,0.392,0.0625,0.00989,0.0184,0.0132,0.0794,0.117,0.256,0.248,0.398,0.400,0.0593,0.0102
2021-06-06 14:19:30,0.0718,0.0688,0.230,0.213,0.338,0.337,0.0541,0.0108,0.0171,0.0113,0.0737,0.111,0.222,0.220,0.351,0.342,0.0515,0.0112
2021-06-06 14:20:00,0.0670,0.0565,0.190,0.173,0.296,0.292,0.0483,0.0123,0.0158,0.00959,0.0675,0.0961,0.195,0.196,0.301,0.292,0.0504,0.0121
